,ID,Name,Age,Nationality,Overall,Club,Value,Wage,Preferred Foot,Position,Jersey Number,Height,Weight,Release Clause
6384,229064,J. Rassoul,22,Senegal,69,Sporting Lokeren,€1.3M,€6K,Right,CB,20,6'2,176lbs,€2.1M
6385,231624,F. Schleusener,26,Germany,69,SV Sandhausen,€1.3M,€12K,Right,RS,11,6'1,176lbs,
6386,227785,C. Guanca,25,Argentina,69,Ettifaq FC,€1.3M,€6K,Left,ST,19,5'10,172lbs,
6387,192201,P. Abrahamsson,29,Sweden,69,BK Häcken,€700K,€2K,Right,GK,26,6'3,187lbs,€875K
6388,138698,A. Abdi,31,Switzerland,69,Sheffield Wednesday,€900K,€13K,Right,CM,22,5'11,165lbs,€1.7M
6389,219594,A. Barberis,24,Italy,69,Crotone,€1.4M,€2K,Right,CM,18,5'10,159lbs,€2.3M
6390,223690,S. Rochet,25,Uruguay,69,Sivasspor,€975K,€5K,Right,GK,93,6'3,181lbs,€2M
6391,239050,S. Çiftpınar,25,Turkey,69,Yeni Malatyaspor,€1.1M,€6K,Right,LCB,16,5'11,172lbs,€2.2M
6392,201163,M. Frydrych,28,Czech Republic,69,SK Slavia Praha,€825K,€1K,Right,RB,25,6'2,183lbs,€1.8M
6393,224715,N. Chernov,22,Russia,69,PFC CSKA Moscow,€1.5M,€1K,Right,CB,3,6'2,174lbs,€3.5M
6394,235467,M. Moreno,24,Argentina,69,Club Atlético Lanús,€1.4M,€9K,Right,LM,25,5'6,143lbs,€2.4M
6395,198348,M. Autret,27,France,69,Stade Brestois 29,€1.1M,€4K,Left,CAM,23,5'9,157lbs,€1.9M
6396,210380,D. Diamantakos,25,Greece,69,FC St. Pauli,€1.3M,€9K,Left,ST,18,6'0,179lbs,€2.2M
6397,220876,F. Honorat,21,France,69,Clermont Foot 63,€1.7M,€10K,Right,RM,9,5'11,154lbs,
6398,159436,R. Zapata,39,Colombia,69,Independiente Santa Fe,€70K,€1K,Right,GK,1,6'0,187lbs,€98K
6399,226508,G. Taylor,20,Scotland,69,Kilmarnock,€2.1M,€3K,Left,LB,3,5'9,137lbs,€4.9M
6400,195020,D. Davis,27,England,69,Birmingham City,€1.2M,€13K,Right,CM,26,5'10,181lbs,€2.3M
6401,220621,S. Benrahma,22,Algeria,69,Brentford,€1.4M,€19K,Right,LW,21,5'8,148lbs,€3M
6402,235981,P. Burner,22,France,69,OGC Nice,€1.3M,€11K,Right,RB,15,5'7,143lbs,€2.8M
6403,222926,A. Mbengue,24,Senegal,69,Stade Malherbe Caen,€1.2M,€8K,Left,LB,22,5'10,150lbs,€2.4M
6404,214991,J. Pi,24,France,69,Stade Brestois 29,€1.2M,€10K,Right,RDM,6,5'11,163lbs,
6405,219087,S. Vegas,21,Chile,69,Monarcas Morelia,€1.3M,€4K,Left,LB,6,6'0,176lbs,€2.5M
6406,229327,Hélder Tavares,28,Cape Verde,69,CD Tondela,€1M,€3K,Right,RDM,8,5'10,161lbs,€2.2M
6407,169423,S. Ekramy,34,Egypt,69,,€0,€0,Right,GK,16,6'4,205lbs,
6408,243663,Júlio César,23,Brazil,69,CD Nacional,€1.2M,€5K,Right,RCB,44,6'2,183lbs,€2.6M
6409,184527,M. Mustacchio,29,Italy,69,Perugia,€1M,€3K,Right,RM,9,5'11,172lbs,€1.6M
6410,201936,Kim Jin Hyeon,30,Korea Republic,69,Cerezo Osaka,€675K,€3K,Right,GK,21,6'4,172lbs,€844K
6411,203216,Héctor,27,Spain,69,CD Tenerife,€975K,€5K,Left,LB,3,5'7,150lbs,€1.6M
6412,182224,Wang Dalei,29,China PR,69,Shandong Luneng TaiShan FC,€700K,€7K,Right,GK,14,6'2,201lbs,€1.5M
6413,210129,G. Lovrencsics,29,Hungary,69,,€0,€0,Right,RB,14,5'10,174lbs,
6414,210385,Rui Silva,24,Portugal,69,Granada CF,€1.1M,€3K,Right,GK,1,6'3,201lbs,€1.9M
6415,166097,F. Öztürk,31,Turkey,69,Akhisar Belediyespor,€650K,€6K,Right,GK,99,6'3,190lbs,€1.3M
6416,198354,J. Ramis,28,Uruguay,69,Vélez Sarsfield,€1.1M,€8K,Right,ST,11,5'10,170lbs,€1.6M
6417,222930,T. Serbest,24,Turkey,69,Kasimpaşa SK,€1.2M,€7K,Right,RCM,15,6'0,172lbs,
6418,226002,M. Araujo,23,Peru,69,Club Atlético Talleres,€1.2M,€6K,Right,LCB,4,5'10,157lbs,€1.9M
6419,202451,L. Pernica,28,Czech Republic,69,Viktoria Plzeň,€1M,€1K,Right,RCB,44,6'2,190lbs,€2.3M
6420,219091,J. Fuentes,23,Chile,69,CD O'Higgins,€1.4M,€3K,Right,LCB,6,5'9,159lbs,€2.2M
6421,222163,R. Pich,29,Slovakia,69,Śląsk Wrocław,€1M,€4K,Right,LM,16,5'9,150lbs,€1.4M
6422,168403,R. Schiavi,32,Italy,69,US Salernitana 1919,€600K,€3K,Right,CB,21,6'0,161lbs,€960K
6423,234195,D. Warmerdam,22,Netherlands,69,FC Groningen,€1.2M,€4K,Left,LM,21,5'11,161lbs,€2M
6424,235987,I. Gómez,21,Argentina,69,Estudiantes de La Plata,€1.6M,€5K,Right,LDM,4,5'5,139lbs,€2.7M
6425,174547,J. Rojas,35,Chile,69,San Luis de Quillota,€250K,€2K,Left,LCB,13,5'9,165lbs,€338K
6426,181971,Huang Bowen,30,China PR,69,Guangzhou Evergrande Taobao FC,€775K,€8K,Right,CDM,16,5'10,143lbs,€1.7M
6427,226772,J. Laso,27,Argentina,69,Vélez Sarsfield,€1M,€7K,Right,RCB,6,6'2,165lbs,€1.6M
6428,172756,T. Jodłowiec,32,Poland,69,Piast Gliwice,€600K,€5K,Right,CAM,3,6'3,190lbs,
6429,208597,H. Hermannsson,23,Iceland,69,Brøndby IF,€1.2M,€10K,Right,CB,6,6'3,179lbs,€1.6M
6430,213717,P. Forsell,27,Finland,69,Miedź Legnica,€1.1M,€3K,Right,RF,10,5'6,159lbs,€1.5M
6431,214998,M. Bogado,33,Argentina,69,Club Atlético Huracán,€425K,€7K,Right,CDM,8,5'7,150lbs,€638K
6432,216534,R. Rodriguez,27,Switzerland,69,FC Zürich,€1.1M,€8K,Right,LM,68,5'11,165lbs,€1.6M
6433,223190,T. Çalış,24,Turkey,69,Yeni Malatyaspor,€1.2M,€6K,Right,CDM,15,5'9,159lbs,€2.4M
6434,232406,R. Krauße,24,Germany,69,FC Ingolstadt 04,€1.1M,€10K,Right,CDM,23,5'10,165lbs,€1.9M
6435,236246,O. Ejaria,20,England,69,Rangers FC,€2M,€28K,Right,RCM,10,6'0,165lbs,
6436,240342,H. Duljević,24,Bosnia Herzegovina,69,SG Dynamo Dresden,€1.3M,€9K,Right,LW,11,6'1,181lbs,€2.2M
6437,244182,G. Arabidze,20,Georgia,69,CD Nacional,€1.9M,€5K,Left,RW,7,5'8,137lbs,€4.3M
6438,187350,E. Pérez,29,Mexico,69,Tiburones Rojos de Veracruz,€800K,€5K,Right,RB,3,5'9,176lbs,
6439,192982,Felipe Silva,28,Brazil,69,Sanfrecce Hiroshima,€1.1M,€7K,Right,CAM,10,5'7,168lbs,€1.3M
6440,158167,M. Sonnleitner,31,Austria,69,SK Rapid Wien,€700K,€8K,Right,RCB,6,6'0,181lbs,€1.1M
6441,182743,T. Kirschbaum,31,Germany,69,Bayer 04 Leverkusen,€650K,€17K,Left,GK,24,6'5,201lbs,€1.1M
6442,202456,J. Verhoek,29,Netherlands,69,MSV Duisburg,€1.1M,€5K,Right,ST,15,6'2,192lbs,€1.7M
6443,208856,Q. Bernard,28,France,69,Stade Brestois 29,€825K,€4K,Left,LB,2,6'0,170lbs,€1.4M
6444,148696,E. Ruud,34,Norway,69,Odds BK,€300K,€3K,Right,RB,2,6'0,168lbs,€375K
6445,164568,W. Johnson,31,Canada,69,Orlando City SC,€700K,€4K,Right,CDM,15,5'10,159lbs,€1.1M
6446,192728,M. Hartmann,32,Germany,69,SC Fortuna Köln,€850K,€2K,Right,ST,8,6'0,170lbs,€1.2M
6447,215001,F. Mattia,30,Argentina,69,San Martín de San Juan,€775K,€7K,Right,RCB,2,6'3,170lbs,€1.1M
6448,244697,Y. Opanasenko,27,Ukraine,69,Atiker Konyaspor,€875K,€8K,Right,RB,39,5'11,163lbs,€1.8M
6449,183513,J. Grahl,29,Germany,69,VfB Stuttgart,€825K,€12K,Right,GK,13,6'4,196lbs,€1.5M
6450,209371,B. van Polen,32,Netherlands,69,PEC Zwolle,€575K,€5K,Right,LB,2,5'10,161lbs,€834K
6451,226523,F. Brorsson,22,Sweden,69,Malmö FF,€1.2M,€3K,Right,CB,31,6'1,179lbs,€1.8M
6452,227547,D. Saint-Louis,23,Congo,69,Paris FC,€1.4M,€4K,Right,LW,26,6'0,172lbs,€2.8M
6453,228827,J. Fuchs,20,Cameroon,69,FC Sochaux-Montbéliard,€1.6M,€3K,Right,CDM,6,5'9,154lbs,€3.1M
6454,230107,L. Coulibaly,22,Mali,69,Rangers FC,€1.7M,€9K,Right,CM,23,5'9,148lbs,
6455,171995,Jonathan Pereira,31,Spain,69,AD Alcorcón,€950K,€6K,Right,ST,9,5'6,134lbs,€1.5M
6456,179931,C. Avinel,31,France,69,AC Ajaccio,€700K,€4K,Right,RCB,21,5'11,154lbs,€1.2M
6457,220636,Felipe Macedo,24,Brazil,69,Portimonense SC,€1.2M,€4K,Right,CB,13,6'2,168lbs,€2.8M
6458,223452,M. Çelik,28,Turkey,69,Galatasaray SK,€1.1M,€24K,Right,CAM,88,5'10,165lbs,€2M
6459,229596,M. Etame,29,Cameroon,69,Alanyaspor,€1M,€8K,Right,LM,9,5'11,170lbs,€2.1M
6460,236508,Adrián Diéguez,22,Spain,69,Deportivo Alavés,€1.3M,€9K,Left,CB,26,6'2,152lbs,€3.1M
6461,193244,B. Shuttleworth,31,United States,69,Minnesota United FC,€650K,€3K,Right,GK,33,6'2,205lbs,€975K
6462,139229,C. Salcido,38,Mexico,69,Guadalajara,€140K,€11K,Right,CB,3,5'9,176lbs,€238K
6463,208861,J. Gastien,30,France,69,Clermont Foot 63,€775K,€3K,Right,LDM,25,5'10,152lbs,€1.4M
6464,223709,A. Vural,27,Turkey,69,Sivasspor,€850K,€5K,Right,GK,1,6'2,176lbs,€1.8M
6465,228829,M. Roberts,27,England,69,Birmingham City,€1M,€12K,Right,CB,4,6'4,179lbs,€2M
6466,239837,A. Mac Allister,19,Argentina,69,Argentinos Juniors,€2.2M,€3K,Right,CM,10,5'9,154lbs,€4.6M
6467,184285,C. Schneuwly,30,Switzerland,69,FC Luzern,€1M,€8K,Right,CAM,19,5'10,163lbs,€1.5M
6468,193757,Edu Ramos,26,Spain,69,Cádiz CF,€1.1M,€5K,Right,CDM,24,5'10,148lbs,€1.9M
6469,135647,P. Calandria,36,Argentina,69,CD O'Higgins,€375K,€3K,Right,ST,9,6'0,176lbs,€506K
6470,219871,J. Medranda,24,Colombia,69,Sporting Kansas City,€1.2M,€3K,Left,LB,94,5'8,150lbs,€2.1M
6471,240095,L. Stulac,23,Slovenia,69,Parma,€1.3M,€14K,Right,CDM,5,5'9,154lbs,€2.7M
6472,240351,S. Moutoussamy,21,France,69,FC Nantes,€1.6M,€9K,Left,CM,18,5'9,159lbs,€3.4M
6473,184287,M. Schönbächler,28,Switzerland,69,FC Zürich,€1.1M,€8K,Right,RM,27,5'7,148lbs,€1.5M
6474,194783,N. Giannetti,27,Italy,69,Livorno,€1.1M,€15K,Right,ST,10,5'11,161lbs,
6475,199904,J. Joronen,25,Finland,69,FC København,€975K,€7K,Left,GK,12,6'6,196lbs,€1.3M
6476,222944,Pablo Pérez,24,Spain,69,Real Sporting de Gijón,€1.4M,€5K,Right,CAM,22,6'2,174lbs,€2.3M
6477,204513,M. Dupé,25,France,69,FC Nantes,€900K,€8K,Right,GK,1,6'2,194lbs,€1.8M
6478,208865,J. Roye,29,France,69,GFC Ajaccio,€1M,€3K,Right,RCM,8,5'9,150lbs,€1.8M
6479,213729,S. Rossbach,22,Norway,69,Odds BK,€1.5M,€2K,Right,GK,1,6'2,176lbs,€2.1M
6480,216289,M. Diemers,24,Netherlands,69,Fortuna Sittard,€1.4M,€4K,Right,CAM,10,5'9,154lbs,€2.1M
6481,230625,Matheus Reis,23,Brazil,69,Rio Ave FC,€1.1M,€4K,Left,LB,2,6'0,174lbs,€2.5M
6482,203746,Jon Toral,23,Spain,69,Hull City,€1.4M,€12K,Left,CAM,10,6'0,170lbs,€2.8M
6483,215266,L. Melano,25,Argentina,69,Portland Timbers,€1.4M,€4K,Right,ST,26,6'1,179lbs,€2.2M
6484,166114,C. Kazim-Richards,31,Turkey,69,Lobos BUAP,€950K,€5K,Right,RS,30,6'2,209lbs,€1.6M
6485,244194,P. Haring,25,Austria,69,Heart of Midlothian,€1.2M,€4K,Right,LCM,5,6'2,187lbs,€2.4M
6486,189922,G. Niedermeier,32,Germany,69,Melbourne Victory,€600K,€5K,Right,LCB,5,6'3,176lbs,€750K
6487,203491,A. O'Brien,24,Republic of Ireland,69,Millwall,€1.3M,€6K,Right,LM,18,6'0,159lbs,€2.6M
6488,206563,J. Holt,25,Scotland,69,Fleetwood Town,€1.3M,€22K,Right,LCM,4,5'5,154lbs,
6489,226787,S. Rosales,23,Argentina,69,Gimnasia y Esgrima La Plata,€1.5M,€8K,Right,LM,10,5'11,159lbs,
6490,237283,N. Reniero,23,Argentina,69,San Lorenzo de Almagro,€1.6M,€9K,Right,ST,15,6'0,174lbs,€2.8M
6491,237539,L. Singh,20,South Africa,69,SC Braga,€1.9M,€6K,Right,ST,55,5'7,132lbs,€4.2M
6492,239331,G. Papunashvili,22,Georgia,69,Real Zaragoza,€1.5M,€5K,Left,RM,19,5'10,168lbs,€2.7M
6493,189155,S. Souprayen,29,France,69,AJ Auxerre,€800K,€4K,Left,LB,26,6'2,154lbs,€1.4M
6494,190435,Tomeu Nadal,29,Spain,69,Albacete BP,€825K,€4K,Right,GK,13,6'2,181lbs,€1.4M
6495,222692,B. Schmitz,23,Germany,69,1. FC Köln,€1.1M,€8K,Right,RCB,2,6'0,165lbs,€1.7M
6496,229348,A. Robinson,20,United States,69,Wigan Athletic,€1.6M,€23K,Left,LB,22,5'11,141lbs,
6497,235236,I. Jebali,26,Tunisia,69,Rosenborg BK,€1.3M,€4K,Right,ST,27,6'1,185lbs,€1.8M
6498,189412,L. Damour,27,France,69,Cardiff City,€1.1M,€19K,Right,CDM,20,5'11,165lbs,€2.2M
6499,209637,M. Modolo,29,Italy,69,Venezia FC,€825K,€3K,Left,LCB,13,6'1,181lbs,€1.3M
6500,210917,M. Fossati,25,Italy,69,Hellas Verona,€1.3M,€3K,Right,CM,5,5'11,161lbs,€2.2M
6501,221413,R. Echeverría,23,Chile,69,Universidad de Chile,€1.5M,€5K,Right,CB,20,5'11,161lbs,€2.4M
6502,222693,H. Fertoli,23,Argentina,69,Newell's Old Boys,€1.4M,€8K,Right,LM,26,5'9,139lbs,€2.2M
6503,230117,Jhonatan,27,Brazil,69,Moreirense FC,€850K,€3K,Right,GK,18,6'2,174lbs,€1.8M
6504,212454,C. O'Dowda,23,Republic of Ireland,69,Bristol City,€1.5M,€17K,Left,LS,8,5'11,165lbs,€3.2M
6505,213990,D. Monsalve,34,Colombia,69,Patriotas Boyacá FC,€325K,€1K,Right,CB,2,6'2,181lbs,€439K
6506,228326,Brian Oliván,24,Spain,69,Cádiz CF,€1.2M,€4K,Left,LB,2,5'10,154lbs,€2.2M
6507,239590,R. González,27,Argentina,69,Unión Española,€1M,€2K,Right,LCB,6,6'0,172lbs,€1.5M
6508,239846,P. Tsintotas,24,Greece,69,AEK Athens,€1.1M,€1K,Right,GK,16,6'4,198lbs,€2.5M
6509,187110,M. Ponce,29,Mexico,69,Guadalajara,€800K,€16K,Left,LB,16,5'9,181lbs,€1.4M
6510,193510,D. Novaretti,33,Argentina,69,Querétaro,€425K,€5K,Left,CB,4,6'4,190lbs,€723K
6511,223207,A. Lang,25,Hungary,69,,€0,€0,Right,CB,2,6'2,183lbs,
6512,233959,S. Villa,22,Colombia,69,Boca Juniors,€1.7M,€10K,Right,RW,22,5'10,157lbs,€2.7M
6513,235751,B. Nastić,23,Serbia,69,KRC Genk,€1.1M,€6K,Left,LB,3,6'0,176lbs,€1.8M
6514,242663,S. Bornauw,19,Belgium,69,RSC Anderlecht,€1.6M,€4K,Right,LCB,45,6'3,194lbs,€2.7M
6515,177895,A. Karabulut,30,Turkey,69,Sivasspor,€1M,€7K,Left,LM,17,5'10,154lbs,€2M
6516,208616,Isaac Becerra,30,Spain,69,Gimnàstic de Tarragona,€675K,€4K,Right,GK,1,6'0,176lbs,€1.1M
6517,233960,L. Mühl,21,Germany,69,1. FC Nürnberg,€1.7M,€7K,Right,LCB,28,6'2,183lbs,€3.3M
6518,234728,L. Bénes,20,Slovakia,69,Borussia Mönchengladbach,€2M,€9K,Left,CAM,22,5'11,159lbs,€4.7M
6519,184040,M. Hansen,28,Denmark,69,FC Basel 1893,€925K,€10K,Right,GK,35,6'2,187lbs,€1.5M
6520,185064,F. Espíndola,33,Argentina,69,San Martin de Tucumán,€650K,€7K,Left,ST,14,5'9,176lbs,€943K
6521,193768,A. Matthews,26,Wales,69,Sunderland,€1M,€7K,Right,RB,2,5'10,157lbs,€1.9M
6522,196072,R. Millar,36,Chile,69,Monarcas Morelia,€325K,€4K,Right,RCM,20,6'0,168lbs,€553K
6523,211177,A. Traustason,25,Iceland,69,Malmö FF,€1.3M,€4K,Right,LM,21,5'11,170lbs,€1.8M
6524,218345,J. Zacaría,28,Argentina,69,Universidad de Chile,€1.1M,€7K,Left,LW,28,5'8,168lbs,€1.5M
6525,177129,A. Bodzek,32,Poland,69,Fortuna Düsseldorf,€600K,€12K,Right,LDM,13,6'0,176lbs,€1.1M
6526,202474,Aníbal Capela,27,Portugal,69,Cosenza,€1M,€2K,Right,CB,4,6'2,185lbs,€1.7M
6527,211946,M. Kolke,27,Germany,69,SV Wehen Wiesbaden,€850K,€3K,Right,GK,1,6'2,201lbs,€1.3M
6528,230378,Emidio Hoffman,34,Brazil,69,Atlético Mineiro,€325K,€14K,Right,CB,20,6'2,174lbs,€618K
6529,241130,I. Ganago,19,Cameroon,69,OGC Nice,€1.8M,€8K,Right,ST,14,5'9,172lbs,€3.7M
6530,206315,O. Ben-Harush,28,Israel,69,Sporting Lokeren,€825K,€7K,Left,LB,16,6'1,174lbs,€1.2M
6531,211691,R. Weil,30,Germany,69,1. FC Magdeburg,€775K,€7K,Right,CB,17,6'0,179lbs,€1.2M
6532,220395,Álex Mula,21,Spain,69,Málaga CF,€1.6M,€4K,Right,LM,28,5'10,141lbs,€2.8M
6533,175851,Tomané,25,Portugal,69,CD Tondela,€1.3M,€3K,Right,ST,19,6'1,196lbs,€2.9M
6534,202220,C. Sapong,29,United States,69,Philadelphia Union,€1.1M,€5K,Right,RM,17,6'1,185lbs,€1.6M
6535,213228,S. Asamoah,24,Togo,69,Sint-Truidense VV,€1.2M,€5K,Right,RDM,12,5'4,141lbs,€1.8M
6536,215020,J. Cavallaro,24,Argentina,69,Club Atlético Tigre,€1.4M,€6K,Right,LM,15,5'8,161lbs,€2.4M
6537,228332,H. Choudhury,20,England,69,Leicester City,€1.6M,€17K,Right,CDM,38,5'10,141lbs,€3.4M
6538,172780,B. Pitman,30,England,69,Portsmouth,€1M,€7K,Right,ST,8,6'0,154lbs,€1.8M
6539,193772,A. Kovácsik,27,Hungary,69,,€0,€0,Right,GK,22,6'4,179lbs,
6540,232429,K. Kawamata,28,Japan,69,Júbilo Iwata,€1.1M,€4K,Left,ST,20,6'0,168lbs,€1.4M
6541,226798,M. Martínez,25,Argentina,69,Racing Club,€1.2M,€8K,Right,CB,16,5'9,146lbs,€2.1M
6542,236270,J. Orejuela,25,Ecuador,69,,€0,€0,Right,RCM,18,5'10,157lbs,
6543,236271,L. Caicedo,26,Ecuador,69,Tiburones Rojos de Veracruz,€1.2M,€4K,Right,LCB,4,5'11,183lbs,€2M
6544,237807,D. Vente,19,Netherlands,69,Feyenoord,€1.8M,€4K,Right,ST,34,5'11,154lbs,€3M
6545,211952,M. Thiel,25,Germany,69,1. FC Heidenheim 1846,€1.3M,€7K,Left,LM,21,6'2,179lbs,€2.1M
6546,212208,L. Galeano,26,Argentina,69,Club Atlético Aldosivi,€1.1M,€6K,Right,RCB,6,6'0,185lbs,€1.6M
6547,228080,F. Passlack,20,Germany,69,Norwich City,€1.6M,€13K,Right,RB,24,5'7,163lbs,
6548,184816,N. Daghfous,31,Tunisia,69,SV Sandhausen,€925K,€4K,Right,RM,10,5'10,170lbs,€1.5M
6549,186352,T. Smith,28,New Zealand,69,Colorado Rapids,€850K,€4K,Left,LCB,2,6'2,181lbs,€1.2M
6550,200689,R. Leonard,26,England,69,Millwall,€1.2M,€7K,Right,LCM,28,6'1,181lbs,
6551,223473,Filipe Melo,28,Portugal,69,GD Chaves,€850K,€5K,Right,CDM,5,6'2,181lbs,€1.8M
6552,229361,Undabarrena,23,Spain,69,CD Tenerife,€1.3M,€4K,Right,LCM,20,6'0,168lbs,€2.4M
6553,232433,H. Belkaroui,27,Algeria,69,Al Raed,€875K,€9K,Left,LCB,31,6'1,194lbs,€1.4M
6554,212210,R. Živković,21,Netherlands,69,KV Oostende,€1.6M,€6K,Right,ST,9,6'2,170lbs,€2.7M
6555,213746,Arsénio,28,Portugal,69,Moreirense FC,€1.1M,€4K,Right,RW,77,5'11,161lbs,€2.2M
6556,214258,M. Riquero,35,Uruguay,69,Club Deportes Temuco,€250K,€1K,Right,RDM,13,5'10,168lbs,€338K
6557,223730,T. van Weert,28,Netherlands,69,Aalborg BK,€1.1M,€8K,Right,RS,9,5'11,161lbs,€1.4M
6558,230386,Césario Figueirido,34,Brazil,69,Atlético Paranaense,€325K,€7K,Left,LCB,4,6'3,192lbs,€618K
6559,231410,Brahim Díaz,18,Spain,69,Manchester City,€2.2M,€24K,Right,LW,55,5'7,150lbs,€5.4M
6560,234994,Ratón,25,Spain,69,Real Zaragoza,€975K,€4K,Left,GK,13,6'4,185lbs,€1.6M
6561,177906,D. Soddimo,30,Italy,69,Frosinone,€1M,€8K,Right,CAM,10,5'11,154lbs,€1.8M
6562,244466,Diego Caballo,24,Spain,69,Deportivo de La Coruña,€1.2M,€4K,Left,LB,17,5'8,152lbs,€2.2M
6563,179698,L. Grimi,33,Argentina,69,Newell's Old Boys,€400K,€9K,Left,LB,3,6'0,163lbs,
6564,201971,A. Ienaga,32,Japan,69,Kawasaki Frontale,€825K,€5K,Left,RAM,41,5'8,154lbs,€1.1M
6565,215283,César,25,Brazil,69,Santa Clara,€1.1M,€3K,Right,CB,12,6'4,183lbs,€2.4M
6566,228595,G. Prömel,23,Germany,69,1. FC Union Berlin,€1.3M,€11K,Right,RCM,21,6'0,172lbs,€2.4M
6567,231667,D. Cataño,26,Colombia,69,Deportes Tolima,€1.3M,€2K,Right,CAM,11,5'9,165lbs,€1.9M
6568,244467,O. Kolář,23,Czech Republic,69,SK Slavia Praha,€1.1M,€1K,Right,GK,23,6'4,179lbs,€2.6M
6569,190195,M. Samassa,28,Mali,69,ESTAC Troyes,€750K,€4K,Right,GK,30,6'6,187lbs,€1.4M
6570,229108,J. Pérez,29,Colombia,69,Atlético Bucaramanga,€1M,€1K,Right,LM,10,5'9,148lbs,€1.4M
6571,238068,M. Richter,20,Germany,69,FC Augsburg,€1.6M,€8K,Right,RM,23,5'9,163lbs,€3.1M
6572,176628,J. Hyka,30,Albania,69,San Jose Earthquakes,€1M,€4K,Right,LM,10,5'8,150lbs,€1.5M
6573,217845,A. Hjulsager,23,Denmark,69,RC Celta,€1.6M,€9K,Right,CM,16,5'9,161lbs,€3.7M
6574,226805,A. Sjöberg,27,Sweden,69,Colorado Rapids,€1M,€4K,Right,RCB,44,6'7,209lbs,€1.5M
6575,238837,M. Fernández,29,Uruguay,69,Audax Italiano,€925K,€3K,Right,CB,3,5'11,174lbs,€1.3M
6576,183797,V. Muratori,30,France,69,AS Nancy Lorraine,€750K,€4K,Left,LB,26,5'10,157lbs,€1.3M
6577,186101,E. Hovland,29,Norway,69,Rosenborg BK,€825K,€4K,Right,RCB,16,6'3,198lbs,€1.1M
6578,208630,D. Furman,25,Poland,69,Wisła Płock,€1.1M,€3K,Right,LCM,8,5'11,157lbs,€1.5M
6579,158966,G. Machín,35,Argentina,69,Argentinos Juniors,€450K,€5K,Right,RCM,8,5'8,150lbs,€653K
6580,208631,F. Starzyński,27,Poland,69,Zagłębie Lubin,€1.2M,€4K,Right,CAM,18,6'0,154lbs,€1.7M
6581,223223,K. Vandendriessche,28,France,69,KV Oostende,€1M,€8K,Right,RDM,26,6'0,183lbs,€1.6M
6582,229879,D. Romney,25,United States,69,LA Galaxy,€1.1M,€4K,Left,LCB,4,6'2,174lbs,€1.8M
6583,167159,S. Hagen,32,Norway,69,Odds BK,€600K,€3K,Right,RCB,21,6'1,176lbs,€750K
6584,232951,H. Nakagawa,23,Japan,69,Kashiwa Reysol,€1.3M,€5K,Right,CAM,19,5'1,126lbs,€1.8M
6585,244727,L. Tawamba,28,Cameroon,69,Al Taawoun,€1.1M,€12K,Right,ST,3,6'2,187lbs,€1.8M
6586,200440,B. Bodin,26,Wales,69,Preston North End,€1.2M,€7K,Left,RM,39,5'11,154lbs,€2.4M
6587,203256,Willian Rocha,29,Brazil,69,Nagoya Grampus,€825K,€4K,Left,CB,36,6'1,183lbs,€1M
6588,169464,A. Traoré,28,Senegal,69,Çaykur Rizespor,€825K,€7K,Left,LB,2,6'1,181lbs,€1.7M
6589,202489,D. Bisoli,24,Italy,69,Brescia,€1.3M,€2K,Right,CAM,25,5'11,159lbs,€2.2M
6590,235513,S. Ganvoula,22,Congo,69,VfL Bochum 1848,€1.5M,€9K,Right,ST,35,6'3,187lbs,
6591,203002,Kim Kee Hee,28,Korea Republic,69,Seattle Sounders FC,€850K,€4K,Right,RCB,20,6'2,172lbs,€1.3M
6592,214266,G. Barriga,33,Chile,69,Unión La Calera,€400K,€2K,Left,LB,27,5'9,159lbs,€540K
6593,224251,R. Zentner,23,Germany,69,1. FSV Mainz 05,€1.1M,€8K,Right,GK,27,6'4,212lbs,€2.2M
6594,224507,A. Schenetti,27,Italy,69,Cittadella,€1.1M,€2K,Right,CAM,7,5'9,159lbs,€1.7M
6595,234747,P. Szymiński,24,Poland,69,Palermo,€1.3M,€2K,Right,CB,24,6'1,168lbs,€2.4M
6597,228860,H. Jurjus,24,Netherlands,69,De Graafschap,€1M,€5K,Right,GK,17,6'2,198lbs,
6598,222461,Rochinha,23,Portugal,69,Boavista FC,€1.5M,€4K,Right,RM,7,5'7,150lbs,€3.4M
6599,223229,C. Manea,20,Romania,69,,€0,€0,Right,RB,6,6'0,170lbs,
6600,235005,O. Kakabadze,23,Georgia,69,FC Luzern,€1.2M,€6K,Right,RB,2,6'1,168lbs,€2M
6601,175613,J. Choplin,33,France,69,AC Ajaccio,€425K,€4K,Right,LCB,24,6'0,183lbs,€744K
6602,189437,C. Pasquato,28,Italy,69,Legia Warszawa,€1.1M,€6K,Right,CAM,8,5'8,154lbs,€1.5M
6603,202238,Muralha,25,Brazil,69,Al Hazem,€1.3M,€6K,Right,LDM,88,5'9,179lbs,€2.2M
6604,211966,M. Romeo,22,Antigua & Barbuda,69,Millwall,€1.3M,€6K,Right,RB,12,5'10,161lbs,€2.8M
6605,221694,Minhoca,30,Portugal,69,Santa Clara,€1M,€4K,Right,LW,10,5'9,146lbs,€2.1M
6606,227838,C. Núñez,25,Uruguay,69,Unión La Calera,€1.3M,€2K,Right,ST,10,5'8,165lbs,€1.9M
6607,237566,K. Zachariassen,23,Norway,69,Sarpsborg 08 FF,€1.4M,€2K,Right,LM,17,5'11,163lbs,€2.1M
